Strain,Mutations,Number/ID,Levo Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,1/31/2023,18:29,B6,0.156
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,1/31/2023,18:29,B11,0.168
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,1/31/2023,18:29,C2,0.686
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,1/31/2023,18:29,C7,0.537
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,1/31/2023,18:29,C3,0.976
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,1/31/2023,18:29,C8,0.489
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,1/31/2023,18:29,C4,0.896
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,1/31/2023,18:29,C9,0.967
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,1/31/2023,18:29,C5,0.937
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,1/31/2023,18:29,C10,0.941
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,1/31/2023,18:29,C6,0.991
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,1/31/2023,18:29,C11,0.953
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,1/31/2023,18:29,D2,1.359
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,1/31/2023,18:29,D7,1.356
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,1/31/2023,18:29,D3,1.369
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,1/31/2023,18:29,D8,1.36
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,1/31/2023,18:29,D4,1.34
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,1/31/2023,18:29,D9,1.214
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,1/31/2023,18:29,D5,1.352
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,1/31/2023,18:29,D10,1.261
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,1/31/2023,18:29,D6,1.351
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,1/31/2023,18:29,D11,1.354
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,1/31/2023,18:29,H2,1.327
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,1/31/2023,18:29,H7,1.34
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,1/31/2023,18:29,H3,1.346
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,1/31/2023,18:29,H8,1.339
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,1/31/2023,18:29,H4,1.313
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,1/31/2023,18:29,H9,1.193
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,1/31/2023,18:29,H5,1.304
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,1/31/2023,18:29,H10,1.227
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,1/31/2023,18:29,H6,1.335
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,1/31/2023,18:29,H11,1.339
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/7/2023,18:29,B7,0.163
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/7/2023,18:29,B2,0.144
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/7/2023,18:29,B8,0.165
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/7/2023,18:29,B3,0.141
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/7/2023,18:29,B9,0.167
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/7/2023,18:29,B4,0.145
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/7/2023,18:29,B10,0.166
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/7/2023,18:29,B5,0.156
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/7/2023,18:29,B11,0.151
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/7/2023,18:29,B6,0.151
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/7/2023,18:29,C7,0.899
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/7/2023,18:29,C2,0.953
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/7/2023,18:29,C8,0.923
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/7/2023,18:29,C3,0.598
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/7/2023,18:29,C9,0.94
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/7/2023,18:29,C4,0.959
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/7/2023,18:29,C10,0.785
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/7/2023,18:29,C5,0.869
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/7/2023,18:29,C11,0.971
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/7/2023,18:29,C6,0.998
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/7/2023,18:29,D7,1.351
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/7/2023,18:29,D2,1.368
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/7/2023,18:29,D8,1.365
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/7/2023,18:29,D3,1.354
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/7/2023,18:29,D9,1.337
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/7/2023,18:29,D4,1.26
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/7/2023,18:29,D10,1.336
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/7/2023,18:29,D5,1.284
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/7/2023,18:29,D11,1.349
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/7/2023,18:29,D6,1.351
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/7/2023,18:29,H7,1.336
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/7/2023,18:29,H2,1.339
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/7/2023,18:29,H8,1.339
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/7/2023,18:29,H3,1.329
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/7/2023,18:29,H9,1.308
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/7/2023,18:29,H4,1.186
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/7/2023,18:29,H10,1.3
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/7/2023,18:29,H5,1.217
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/7/2023,18:29,H11,1.339
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/7/2023,18:29,H6,1.313
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/15/2023,18:29,B7,0.163
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/15/2023,18:29,B2,0.148
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/15/2023,18:29,B8,0.164
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/15/2023,18:29,B3,0.144
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/15/2023,18:29,B9,0.161
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/15/2023,18:29,B4,0.161
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/15/2023,18:29,B10,0.166
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/15/2023,18:29,B5,0.142
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/15/2023,18:29,B11,0.159
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/15/2023,18:29,B6,0.152
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/15/2023,18:29,C7,0.325
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/15/2023,18:29,C2,0.287
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/15/2023,18:29,C8,0.416
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/15/2023,18:29,C3,1.322
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/15/2023,18:29,C9,0.347
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/15/2023,18:29,C4,0.47
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/15/2023,18:29,C10,0.271
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/15/2023,18:29,C5,0.142
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/15/2023,18:29,C11,0.39
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/15/2023,18:29,C6,0.395
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/15/2023,18:29,D7,1.384
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/15/2023,18:29,D2,1.38
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/15/2023,18:29,D8,1.383
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/15/2023,18:29,D3,1.363
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/15/2023,18:29,D9,1.356
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/15/2023,18:29,D4,1.266
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/15/2023,18:29,D10,1.348
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/15/2023,18:29,D5,1.265
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/15/2023,18:29,D11,1.372
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/15/2023,18:29,D6,1.357
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/15/2023,18:29,H7,1.341
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/15/2023,18:29,H2,1.342
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/15/2023,18:29,H8,1.336
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/15/2023,18:29,H3,1.336
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/15/2023,18:29,H9,1.305
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/15/2023,18:29,H4,1.193
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/15/2023,18:29,H10,1.314
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/15/2023,18:29,H5,1.232
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/15/2023,18:29,H11,1.345
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/15/2023,18:29,H6,1.326
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/24/2023,18:29,B7,0.16
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/24/2023,18:29,B2,0.151
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/24/2023,18:29,B8,0.176
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/24/2023,18:29,B3,0.152
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/24/2023,18:29,B9,0.159
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/24/2023,18:29,B4,0.165
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/24/2023,18:29,B10,0.159
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/24/2023,18:29,B5,0.175
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/24/2023,18:29,B11,0.155
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/24/2023,18:29,B6,0.15
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/24/2023,18:29,C7,1.242
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/24/2023,18:29,C2,0.629
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/24/2023,18:29,C8,1.191
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/24/2023,18:29,C3,0.639
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/24/2023,18:29,C9,1.068
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/24/2023,18:29,C4,1.032
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/24/2023,18:29,C10,1.025
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/24/2023,18:29,C5,0.898
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/24/2023,18:29,C11,1.2
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/24/2023,18:29,C6,0.93
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/24/2023,18:29,D7,1.396
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/24/2023,18:29,D2,1.403
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/24/2023,18:29,D8,1.402
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/24/2023,18:29,D3,1.387
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/24/2023,18:29,D9,1.358
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/24/2023,18:29,D4,1.278
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/24/2023,18:29,D10,1.367
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/24/2023,18:29,D5,1.303
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/24/2023,18:29,D11,1.382
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/24/2023,18:29,D6,1.378
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/24/2023,18:29,H7,1.347
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/24/2023,18:29,H2,1.369
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/24/2023,18:29,H8,1.344
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/24/2023,18:29,H3,1.353
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/24/2023,18:29,H9,1.321
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/24/2023,18:29,H4,1.209
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/24/2023,18:29,H10,1.326
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/24/2023,18:29,H5,1.246
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/24/2023,18:29,H11,1.344
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/24/2023,18:29,H6,1.351
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,1/31/2023,18:59,B2,0.163
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,1/31/2023,18:59,B7,0.159
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,1/31/2023,18:59,B3,0.17
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,1/31/2023,18:59,B8,0.142
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,1/31/2023,18:59,B4,0.159
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,1/31/2023,18:59,B9,0.179
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,1/31/2023,18:59,B5,0.164
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,1/31/2023,18:59,B10,0.166
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,1/31/2023,18:59,B6,0.153
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,1/31/2023,18:59,B11,0.165
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,1/31/2023,18:59,C2,0.702
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,1/31/2023,18:59,C7,0.544
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,1/31/2023,18:59,C3,0.98
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,1/31/2023,18:59,C8,0.498
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,1/31/2023,18:59,C4,0.902
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,1/31/2023,18:59,C9,0.965
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,1/31/2023,18:59,C5,0.936
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,1/31/2023,18:59,C10,0.943
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,1/31/2023,18:59,C6,0.991
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,1/31/2023,18:59,C11,0.957
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,1/31/2023,18:59,D2,1.363
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,1/31/2023,18:59,D7,1.359
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,1/31/2023,18:59,D3,1.371
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,1/31/2023,18:59,D8,1.363
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,1/31/2023,18:59,D4,1.343
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,1/31/2023,18:59,D9,1.216
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,1/31/2023,18:59,D5,1.353
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,1/31/2023,18:59,D10,1.264
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,1/31/2023,18:59,D6,1.353
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,1/31/2023,18:59,D11,1.357
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,1/31/2023,18:59,H2,1.332
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,1/31/2023,18:59,H7,1.343
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,1/31/2023,18:59,H3,1.351
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,1/31/2023,18:59,H8,1.341
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,1/31/2023,18:59,H4,1.317
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,1/31/2023,18:59,H9,1.194
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,1/31/2023,18:59,H5,1.309
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,1/31/2023,18:59,H10,1.229
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,1/31/2023,18:59,H6,1.339
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,1/31/2023,18:59,H11,1.342
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/7/2023,18:59,B7,0.161
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/7/2023,18:59,B2,0.142
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/7/2023,18:59,B8,0.162
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/7/2023,18:59,B3,0.139
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/7/2023,18:59,B9,0.163
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/7/2023,18:59,B4,0.143
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/7/2023,18:59,B10,0.162
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/7/2023,18:59,B5,0.152
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/7/2023,18:59,B11,0.148
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/7/2023,18:59,B6,0.15
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/7/2023,18:59,C7,0.919
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/7/2023,18:59,C2,0.958
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/7/2023,18:59,C8,0.936
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/7/2023,18:59,C3,0.614
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/7/2023,18:59,C9,0.944
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/7/2023,18:59,C4,0.96
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/7/2023,18:59,C10,0.811
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/7/2023,18:59,C5,0.884
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/7/2023,18:59,C11,0.974
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/7/2023,18:59,C6,1.004
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/7/2023,18:59,D7,1.354
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/7/2023,18:59,D2,1.372
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/7/2023,18:59,D8,1.368
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/7/2023,18:59,D3,1.358
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/7/2023,18:59,D9,1.341
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/7/2023,18:59,D4,1.263
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/7/2023,18:59,D10,1.339
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/7/2023,18:59,D5,1.286
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/7/2023,18:59,D11,1.353
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/7/2023,18:59,D6,1.353
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/7/2023,18:59,H7,1.34
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/7/2023,18:59,H2,1.344
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/7/2023,18:59,H8,1.342
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/7/2023,18:59,H3,1.334
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/7/2023,18:59,H9,1.31
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/7/2023,18:59,H4,1.188
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/7/2023,18:59,H10,1.303
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/7/2023,18:59,H5,1.222
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/7/2023,18:59,H11,1.343
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/7/2023,18:59,H6,1.316
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/15/2023,18:59,B7,0.16
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/15/2023,18:59,B2,0.146
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/15/2023,18:59,B8,0.16
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/15/2023,18:59,B3,0.144
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/15/2023,18:59,B9,0.158
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/15/2023,18:59,B4,0.157
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/15/2023,18:59,B10,0.162
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/15/2023,18:59,B5,0.138
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/15/2023,18:59,B11,0.155
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/15/2023,18:59,B6,0.15
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/15/2023,18:59,C7,0.325
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/15/2023,18:59,C2,0.285
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/15/2023,18:59,C8,0.417
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/15/2023,18:59,C3,1.325
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/15/2023,18:59,C9,0.351
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/15/2023,18:59,C4,0.481
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/15/2023,18:59,C10,0.269
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/15/2023,18:59,C5,0.142
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/15/2023,18:59,C11,0.398
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/15/2023,18:59,C6,0.405
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/15/2023,18:59,D7,1.387
