Strain,Mutations,Number/ID,Nor Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE7199,0 ng/mL,-,4/13/2023,18:59,H9,1.04
BL21,Δ7,JOE7199,0 ng/mL,+,4/13/2023,18:59,H4,0.99
BL21,Δ7,JOE7200,0 ng/mL,-,4/13/2023,18:59,H10,1.111
BL21,Δ7,JOE7200,0 ng/mL,+,4/13/2023,18:59,H5,1.077
BL21,Δ7,JOE7201,0 ng/mL,-,4/13/2023,18:59,H11,0.773
BL21,Δ7,JOE7201,0 ng/mL,+,4/13/2023,18:59,H6,0.728
BL21,Δ7,JOE7060,5 ng/mL,-,4/26/2023,18:59,C7,0.148
BL21,Δ7,JOE7060,5 ng/mL,+,4/26/2023,18:59,C2,0.13
BL21,Δ7,JOE7061,5 ng/mL,-,4/26/2023,18:59,C8,0.143
BL21,Δ7,JOE7061,5 ng/mL,+,4/26/2023,18:59,C3,0.144
BL21,Δ7,JOE7199,5 ng/mL,-,4/26/2023,18:59,C9,0.148
BL21,Δ7,JOE7199,5 ng/mL,+,4/26/2023,18:59,C4,0.105
BL21,Δ7,JOE7200,5 ng/mL,-,4/26/2023,18:59,C10,0.241
BL21,Δ7,JOE7200,5 ng/mL,+,4/26/2023,18:59,C5,0.162
BL21,Δ7,JOE7201,5 ng/mL,-,4/26/2023,18:59,C11,0.13
BL21,Δ7,JOE7201,5 ng/mL,+,4/26/2023,18:59,C6,0.196
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/26/2023,18:59,D7,0.771
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/26/2023,18:59,D2,0.712
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/26/2023,18:59,D8,0.707
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/26/2023,18:59,D3,0.671
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/26/2023,18:59,D9,0.437
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/26/2023,18:59,D4,0.469
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/26/2023,18:59,D10,0.402
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/26/2023,18:59,D5,0.417
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/26/2023,18:59,D11,0.333
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/26/2023,18:59,D6,0.322
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/26/2023,18:59,E7,1.16
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/26/2023,18:59,E2,1.089
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/26/2023,18:59,E8,1.147
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/26/2023,18:59,E3,1.101
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/26/2023,18:59,E9,1.114
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/26/2023,18:59,E4,1.094
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/26/2023,18:59,E10,0.993
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/26/2023,18:59,E5,0.982
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/26/2023,18:59,E11,0.891
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/26/2023,18:59,E6,0.875
BL21,Δ7,JOE7060,0 ng/mL,-,4/26/2023,18:59,H7,1.192
BL21,Δ7,JOE7060,0 ng/mL,+,4/26/2023,18:59,H2,1.188
BL21,Δ7,JOE7061,0 ng/mL,-,4/26/2023,18:59,H8,1.186
BL21,Δ7,JOE7061,0 ng/mL,+,4/26/2023,18:59,H3,1.176
BL21,Δ7,JOE7199,0 ng/mL,-,4/26/2023,18:59,H9,1.171
BL21,Δ7,JOE7199,0 ng/mL,+,4/26/2023,18:59,H4,1.154
BL21,Δ7,JOE7200,0 ng/mL,-,4/26/2023,18:59,H10,1.067
BL21,Δ7,JOE7200,0 ng/mL,+,4/26/2023,18:59,H5,1.041
BL21,Δ7,JOE7201,0 ng/mL,-,4/26/2023,18:59,H11,1.037
BL21,Δ7,JOE7201,0 ng/mL,+,4/26/2023,18:59,H6,1.007
BL21,Δ7,JOE7060,5 ng/mL,-,4/11/2023,19:29,C7,0.124
BL21,Δ7,JOE7060,5 ng/mL,+,4/11/2023,19:29,C2,0.134
BL21,Δ7,JOE7061,5 ng/mL,-,4/11/2023,19:29,C8,0.141
BL21,Δ7,JOE7061,5 ng/mL,+,4/11/2023,19:29,C3,0.145
BL21,Δ7,JOE7199,5 ng/mL,-,4/11/2023,19:29,C9,0.133
BL21,Δ7,JOE7199,5 ng/mL,+,4/11/2023,19:29,C4,0.15
BL21,Δ7,JOE7200,5 ng/mL,-,4/11/2023,19:29,C10,0.175
BL21,Δ7,JOE7200,5 ng/mL,+,4/11/2023,19:29,C5,0.104
BL21,Δ7,JOE7201,5 ng/mL,-,4/11/2023,19:29,C11,0.124
BL21,Δ7,JOE7201,5 ng/mL,+,4/11/2023,19:29,C6,0.153
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/11/2023,19:29,D7,0.84
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/11/2023,19:29,D2,0.781
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/11/2023,19:29,D8,0.801
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/11/2023,19:29,D3,0.639
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/11/2023,19:29,D9,0.613
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/11/2023,19:29,D4,0.612
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/11/2023,19:29,D10,0.277
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/11/2023,19:29,D5,0.107
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/11/2023,19:29,D11,0.408
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/11/2023,19:29,D6,0.368
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/11/2023,19:29,E7,1.169
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/11/2023,19:29,E2,1.138
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/11/2023,19:29,E8,1.15
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/11/2023,19:29,E3,1.042
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/11/2023,19:29,E9,1.124
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/11/2023,19:29,E4,1.106
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/11/2023,19:29,E10,0.841
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/11/2023,19:29,E5,0.858
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/11/2023,19:29,E11,0.906
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/11/2023,19:29,E6,1.03
BL21,Δ7,JOE7060,0 ng/mL,-,4/11/2023,19:29,H7,1.199
BL21,Δ7,JOE7060,0 ng/mL,+,4/11/2023,19:29,H2,1.204
BL21,Δ7,JOE7061,0 ng/mL,-,4/11/2023,19:29,H8,1.186
BL21,Δ7,JOE7061,0 ng/mL,+,4/11/2023,19:29,H3,1.095
BL21,Δ7,JOE7199,0 ng/mL,-,4/11/2023,19:29,H9,1.039
BL21,Δ7,JOE7199,0 ng/mL,+,4/11/2023,19:29,H4,1.157
BL21,Δ7,JOE7200,0 ng/mL,-,4/11/2023,19:29,H10,0.896
BL21,Δ7,JOE7200,0 ng/mL,+,4/11/2023,19:29,H5,1.083
BL21,Δ7,JOE7201,0 ng/mL,-,4/11/2023,19:29,H11,1.031
BL21,Δ7,JOE7201,0 ng/mL,+,4/11/2023,19:29,H6,1.132
BL21,Δ7,JOE7060,5 ng/mL,-,4/13/2023,19:29,C7,0.11
BL21,Δ7,JOE7060,5 ng/mL,+,4/13/2023,19:29,C2,0.127
BL21,Δ7,JOE7061,5 ng/mL,-,4/13/2023,19:29,C8,0.142
BL21,Δ7,JOE7061,5 ng/mL,+,4/13/2023,19:29,C3,0.135
BL21,Δ7,JOE7199,5 ng/mL,-,4/13/2023,19:29,C9,0.138
BL21,Δ7,JOE7199,5 ng/mL,+,4/13/2023,19:29,C4,0.117
BL21,Δ7,JOE7200,5 ng/mL,-,4/13/2023,19:29,C10,0.137
BL21,Δ7,JOE7200,5 ng/mL,+,4/13/2023,19:29,C5,0.165
BL21,Δ7,JOE7201,5 ng/mL,-,4/13/2023,19:29,C11,0.127
BL21,Δ7,JOE7201,5 ng/mL,+,4/13/2023,19:29,C6,0.136
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/13/2023,19:29,D7,0.819
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/13/2023,19:29,D2,0.657
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/13/2023,19:29,D8,0.679
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/13/2023,19:29,D3,0.715
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/13/2023,19:29,D9,0.299
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/13/2023,19:29,D4,0.268
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/13/2023,19:29,D10,0.497
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/13/2023,19:29,D5,0.493
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/13/2023,19:29,D11,0.329
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/13/2023,19:29,D6,0.375
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/13/2023,19:29,E7,1.147
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/13/2023,19:29,E2,1.095
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/13/2023,19:29,E8,1.12
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/13/2023,19:29,E3,1.078
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/13/2023,19:29,E9,0.943
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/13/2023,19:29,E4,0.904
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/13/2023,19:29,E10,1.037
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/13/2023,19:29,E5,1.046
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/13/2023,19:29,E11,0.647
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/13/2023,19:29,E6,0.643
BL21,Δ7,JOE7060,0 ng/mL,-,4/13/2023,19:29,H7,1.159
BL21,Δ7,JOE7060,0 ng/mL,+,4/13/2023,19:29,H2,1.142
BL21,Δ7,JOE7061,0 ng/mL,-,4/13/2023,19:29,H8,1.141
BL21,Δ7,JOE7061,0 ng/mL,+,4/13/2023,19:29,H3,1.129
BL21,Δ7,JOE7199,0 ng/mL,-,4/13/2023,19:29,H9,1.037
BL21,Δ7,JOE7199,0 ng/mL,+,4/13/2023,19:29,H4,0.988
BL21,Δ7,JOE7200,0 ng/mL,-,4/13/2023,19:29,H10,1.112
BL21,Δ7,JOE7200,0 ng/mL,+,4/13/2023,19:29,H5,1.075
BL21,Δ7,JOE7201,0 ng/mL,-,4/13/2023,19:29,H11,0.771
BL21,Δ7,JOE7201,0 ng/mL,+,4/13/2023,19:29,H6,0.724
BL21,Δ7,JOE7060,5 ng/mL,-,4/26/2023,19:29,C7,0.16
BL21,Δ7,JOE7060,5 ng/mL,+,4/26/2023,19:29,C2,0.136
BL21,Δ7,JOE7061,5 ng/mL,-,4/26/2023,19:29,C8,0.154
BL21,Δ7,JOE7061,5 ng/mL,+,4/26/2023,19:29,C3,0.155
BL21,Δ7,JOE7199,5 ng/mL,-,4/26/2023,19:29,C9,0.165
BL21,Δ7,JOE7199,5 ng/mL,+,4/26/2023,19:29,C4,0.104
BL21,Δ7,JOE7200,5 ng/mL,-,4/26/2023,19:29,C10,0.278
BL21,Δ7,JOE7200,5 ng/mL,+,4/26/2023,19:29,C5,0.181
BL21,Δ7,JOE7201,5 ng/mL,-,4/26/2023,19:29,C11,0.138
BL21,Δ7,JOE7201,5 ng/mL,+,4/26/2023,19:29,C6,0.226
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/26/2023,19:29,D7,0.782
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/26/2023,19:29,D2,0.734
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/26/2023,19:29,D8,0.727
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/26/2023,19:29,D3,0.692
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/26/2023,19:29,D9,0.461
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/26/2023,19:29,D4,0.49
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/26/2023,19:29,D10,0.422
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/26/2023,19:29,D5,0.442
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/26/2023,19:29,D11,0.334
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/26/2023,19:29,D6,0.321
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/26/2023,19:29,E7,1.166
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/26/2023,19:29,E2,1.093
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/26/2023,19:29,E8,1.152
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/26/2023,19:29,E3,1.107
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/26/2023,19:29,E9,1.12
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/26/2023,19:29,E4,1.098
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/26/2023,19:29,E10,1.007
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/26/2023,19:29,E5,0.989
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/26/2023,19:29,E11,0.898
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/26/2023,19:29,E6,0.882
BL21,Δ7,JOE7060,0 ng/mL,-,4/26/2023,19:29,H7,1.194
BL21,Δ7,JOE7060,0 ng/mL,+,4/26/2023,19:29,H2,1.188
BL21,Δ7,JOE7061,0 ng/mL,-,4/26/2023,19:29,H8,1.188
BL21,Δ7,JOE7061,0 ng/mL,+,4/26/2023,19:29,H3,1.177
BL21,Δ7,JOE7199,0 ng/mL,-,4/26/2023,19:29,H9,1.174
BL21,Δ7,JOE7199,0 ng/mL,+,4/26/2023,19:29,H4,1.157
BL21,Δ7,JOE7200,0 ng/mL,-,4/26/2023,19:29,H10,1.071
BL21,Δ7,JOE7200,0 ng/mL,+,4/26/2023,19:29,H5,1.042
BL21,Δ7,JOE7201,0 ng/mL,-,4/26/2023,19:29,H11,1.042
BL21,Δ7,JOE7201,0 ng/mL,+,4/26/2023,19:29,H6,1.01
BL21,Δ7,JOE7060,5 ng/mL,-,4/11/2023,19:59,C7,0.128
BL21,Δ7,JOE7060,5 ng/mL,+,4/11/2023,19:59,C2,0.141
BL21,Δ7,JOE7061,5 ng/mL,-,4/11/2023,19:59,C8,0.15
BL21,Δ7,JOE7061,5 ng/mL,+,4/11/2023,19:59,C3,0.158
BL21,Δ7,JOE7199,5 ng/mL,-,4/11/2023,19:59,C9,0.142
BL21,Δ7,JOE7199,5 ng/mL,+,4/11/2023,19:59,C4,0.165
BL21,Δ7,JOE7200,5 ng/mL,-,4/11/2023,19:59,C10,0.197
BL21,Δ7,JOE7200,5 ng/mL,+,4/11/2023,19:59,C5,0.104
BL21,Δ7,JOE7201,5 ng/mL,-,4/11/2023,19:59,C11,0.13
BL21,Δ7,JOE7201,5 ng/mL,+,4/11/2023,19:59,C6,0.176
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/11/2023,19:59,D7,0.848
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/11/2023,19:59,D2,0.803
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/11/2023,19:59,D8,0.813
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/11/2023,19:59,D3,0.648
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/11/2023,19:59,D9,0.627
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/11/2023,19:59,D4,0.623
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/11/2023,19:59,D10,0.281
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/11/2023,19:59,D5,0.107
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/11/2023,19:59,D11,0.412
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/11/2023,19:59,D6,0.446
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/11/2023,19:59,E7,1.172
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/11/2023,19:59,E2,1.137
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/11/2023,19:59,E8,1.151
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/11/2023,19:59,E3,1.044
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/11/2023,19:59,E9,1.126
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/11/2023,19:59,E4,1.108
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/11/2023,19:59,E10,0.84
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/11/2023,19:59,E5,0.885
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/11/2023,19:59,E11,0.908
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/11/2023,19:59,E6,1.043
BL21,Δ7,JOE7060,0 ng/mL,-,4/11/2023,19:59,H7,1.199
BL21,Δ7,JOE7060,0 ng/mL,+,4/11/2023,19:59,H2,1.216
BL21,Δ7,JOE7061,0 ng/mL,-,4/11/2023,19:59,H8,1.191
BL21,Δ7,JOE7061,0 ng/mL,+,4/11/2023,19:59,H3,1.097
BL21,Δ7,JOE7199,0 ng/mL,-,4/11/2023,19:59,H9,1.047
BL21,Δ7,JOE7199,0 ng/mL,+,4/11/2023,19:59,H4,1.159
BL21,Δ7,JOE7200,0 ng/mL,-,4/11/2023,19:59,H10,0.893
BL21,Δ7,JOE7200,0 ng/mL,+,4/11/2023,19:59,H5,1.091
BL21,Δ7,JOE7201,0 ng/mL,-,4/11/2023,19:59,H11,1.034
BL21,Δ7,JOE7201,0 ng/mL,+,4/11/2023,19:59,H6,1.136
BL21,Δ7,JOE7060,5 ng/mL,-,4/13/2023,19:59,C7,0.111
BL21,Δ7,JOE7060,5 ng/mL,+,4/13/2023,19:59,C2,0.135
BL21,Δ7,JOE7061,5 ng/mL,-,4/13/2023,19:59,C8,0.154
BL21,Δ7,JOE7061,5 ng/mL,+,4/13/2023,19:59,C3,0.144
BL21,Δ7,JOE7199,5 ng/mL,-,4/13/2023,19:59,C9,0.15
BL21,Δ7,JOE7199,5 ng/mL,+,4/13/2023,19:59,C4,0.123
BL21,Δ7,JOE7200,5 ng/mL,-,4/13/2023,19:59,C10,0.148
BL21,Δ7,JOE7200,5 ng/mL,+,4/13/2023,19:59,C5,0.187
BL21,Δ7,JOE7201,5 ng/mL,-,4/13/2023,19:59,C11,0.138
BL21,Δ7,JOE7201,5 ng/mL,+,4/13/2023,19:59,C6,0.149
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/13/2023,19:59,D7,0.84
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/13/2023,19:59,D2,0.673
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/13/2023,19:59,D8,0.693
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/13/2023,19:59,D3,0.729
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/13/2023,19:59,D9,0.301
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/13/2023,19:59,D4,0.264
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/13/2023,19:59,D10,0.508
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/13/2023,19:59,D5,0.514
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/13/2023,19:59,D11,0.359
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/13/2023,19:59,D6,0.392
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/13/2023,19:59,E7,1.151
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/13/2023,19:59,E2,1.1
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/13/2023,19:59,E8,1.123
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/13/2023,19:59,E3,1.08
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/13/2023,19:59,E9,0.945
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/13/2023,19:59,E4,0.906
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/13/2023,19:59,E10,1.043
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/13/2023,19:59,E5,1.052
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/13/2023,19:59,E11,0.636
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/13/2023,19:59,E6,0.634
BL21,Δ7,JOE7060,0 ng/mL,-,4/13/2023,19:59,H7,1.167
BL21,Δ7,JOE7060,0 ng/mL,+,4/13/2023,19:59,H2,1.147
BL21,Δ7,JOE7061,0 ng/mL,-,4/13/2023,19:59,H8,1.142
BL21,Δ7,JOE7061,0 ng/mL,+,4/13/2023,19:59,H3,1.133
BL21,Δ7,JOE7199,0 ng/mL,-,4/13/2023,19:59,H9,1.038
BL21,Δ7,JOE7199,0 ng/mL,+,4/13/2023,19:59,H4,0.989
BL21,Δ7,JOE7200,0 ng/mL,-,4/13/2023,19:59,H10,1.113
BL21,Δ7,JOE7200,0 ng/mL,+,4/13/2023,19:59,H5,1.079
BL21,Δ7,JOE7201,0 ng/mL,-,4/13/2023,19:59,H11,0.771
BL21,Δ7,JOE7201,0 ng/mL,+,4/13/2023,19:59,H6,0.724
BL21,Δ7,JOE7060,5 ng/mL,-,4/26/2023,19:59,C7,0.173
BL21,Δ7,JOE7060,5 ng/mL,+,4/26/2023,19:59,C2,0.144
BL21,Δ7,JOE7061,5 ng/mL,-,4/26/2023,19:59,C8,0.167
BL21,Δ7,JOE7061,5 ng/mL,+,4/26/2023,19:59,C3,0.168
BL21,Δ7,JOE7199,5 ng/mL,-,4/26/2023,19:59,C9,0.186
BL21,Δ7,JOE7199,5 ng/mL,+,4/26/2023,19:59,C4,0.105
BL21,Δ7,JOE7200,5 ng/mL,-,4/26/2023,19:59,C10,0.322
BL21,Δ7,JOE7200,5 ng/mL,+,4/26/2023,19:59,C5,0.204
BL21,Δ7,JOE7201,5 ng/mL,-,4/26/2023,19:59,C11,0.15
BL21,Δ7,JOE7201,5 ng/mL,+,4/26/2023,19:59,C6,0.263
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/26/2023,19:59,D7,0.802
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/26/2023,19:59,D2,0.75
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/26/2023,19:59,D8,0.739
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/26/2023,19:59,D3,0.704
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/26/2023,19:59,D9,0.473
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/26/2023,19:59,D4,0.507
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/26/2023,19:59,D10,0.441
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/26/2023,19:59,D5,0.463
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/26/2023,19:59,D11,0.331
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/26/2023,19:59,D6,0.314
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/26/2023,19:59,E7,1.169
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/26/2023,19:59,E2,1.097
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/26/2023,19:59,E8,1.156
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/26/2023,19:59,E3,1.104
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/26/2023,19:59,E9,1.124
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/26/2023,19:59,E4,1.107
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/26/2023,19:59,E10,1.008
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/26/2023,19:59,E5,0.991
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/26/2023,19:59,E11,0.902
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/26/2023,19:59,E6,0.885
BL21,Δ7,JOE7060,0 ng/mL,-,4/26/2023,19:59,H7,1.193
BL21,Δ7,JOE7060,0 ng/mL,+,4/26/2023,19:59,H2,1.186
BL21,Δ7,JOE7061,0 ng/mL,-,4/26/2023,19:59,H8,1.185
BL21,Δ7,JOE7061,0 ng/mL,+,4/26/2023,19:59,H3,1.176
BL21,Δ7,JOE7199,0 ng/mL,-,4/26/2023,19:59,H9,1.185
BL21,Δ7,JOE7199,0 ng/mL,+,4/26/2023,19:59,H4,1.162
BL21,Δ7,JOE7200,0 ng/mL,-,4/26/2023,19:59,H10,1.071
BL21,Δ7,JOE7200,0 ng/mL,+,4/26/2023,19:59,H5,1.04
BL21,Δ7,JOE7201,0 ng/mL,-,4/26/2023,19:59,H11,1.045
BL21,Δ7,JOE7201,0 ng/mL,+,4/26/2023,19:59,H6,1.012
BL21,Δ7,JOE7060,5 ng/mL,-,4/11/2023,20:29,C7,0.131
BL21,Δ7,JOE7060,5 ng/mL,+,4/11/2023,20:29,C2,0.151
BL21,Δ7,JOE7061,5 ng/mL,-,4/11/2023,20:29,C8,0.161
BL21,Δ7,JOE7061,5 ng/mL,+,4/11/2023,20:29,C3,0.175
BL21,Δ7,JOE7199,5 ng/mL,-,4/11/2023,20:29,C9,0.154
BL21,Δ7,JOE7199,5 ng/mL,+,4/11/2023,20:29,C4,0.182
BL21,Δ7,JOE7200,5 ng/mL,-,4/11/2023,20:29,C10,0.226
BL21,Δ7,JOE7200,5 ng/mL,+,4/11/2023,20:29,C5,0.104
BL21,Δ7,JOE7201,5 ng/mL,-,4/11/2023,20:29,C11,0.139
BL21,Δ7,JOE7201,5 ng/mL,+,4/11/2023,20:29,C6,0.203
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/11/2023,20:29,D7,0.854
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/11/2023,20:29,D2,0.81
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/11/2023,20:29,D8,0.817
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/11/2023,20:29,D3,0.656
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/11/2023,20:29,D9,0.639
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/11/2023,20:29,D4,0.637
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/11/2023,20:29,D10,0.286
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/11/2023,20:29,D5,0.107
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/11/2023,20:29,D11,0.419
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/11/2023,20:29,D6,0.511
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/11/2023,20:29,E7,1.178
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/11/2023,20:29,E2,1.142
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/11/2023,20:29,E8,1.155
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/11/2023,20:29,E3,1.048
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/11/2023,20:29,E9,1.132
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/11/2023,20:29,E4,1.112
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/11/2023,20:29,E10,0.843
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/11/2023,20:29,E5,0.914
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/11/2023,20:29,E11,0.914
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/11/2023,20:29,E6,1.053
BL21,Δ7,JOE7060,0 ng/mL,-,4/11/2023,20:29,H7,1.198
